epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_F1_score,val_sensitivity,val_specificity,val_MAcc
1,0.16683643355089076,0.4990808823529412,0.12743197732111988,0.5163842710997443,0.6731643924626382,0.9736842105263158,0.05048543689320388,0.5120848237097598
2,0.15432879471165292,0.5142463235294118,0.12597845538574107,0.564178388746803,0.6790035587188612,0.8966165413533834,0.23106796116504855,0.5638422512592159
3,0.1507902929888052,0.5163143382352942,0.124971124179223,0.658048273657289,0.7057851239669422,0.8026315789473685,0.512621359223301,0.6576264690853347
4,0.143448262639782,0.5310202205882353,0.12458053932470434,0.6890984654731458,0.6954887218045113,0.6954887218045113,0.6854368932038835,0.6904628075041974
5,0.14040380113703363,0.5284926470588235,0.1241370991748922,0.6771499360613811,0.6646766169154229,0.6278195488721805,0.7300970873786408,0.6789583181254106
6,0.1407442805083359,0.5259650735294118,0.1242985865649055,0.6525335677749361,0.6275720164609054,0.5733082706766918,0.7378640776699029,0.6555861741732973
7,0.13728978473912268,0.5461856617647058,0.12431714201674741,0.6808264066496164,0.6712734452122409,0.6390977443609023,0.7262135922330097,0.682655668296956
8,0.13543225737179027,0.5480238970588235,0.12440020021270304,0.6543718030690537,0.6153846153846153,0.5413533834586466,0.7747572815533981,0.6580553325060223
9,0.13526048500309973,0.5379136029411765,0.12394432723522186,0.6663203324808185,0.643371017471737,0.5883458646616542,0.7514563106796116,0.6699010876706328
10,0.13364178895512047,0.5418198529411765,0.1238437369465828,0.6562100383631714,0.6199575371549895,0.5488721804511278,0.7708737864077669,0.6598729834294474
