epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_f1
1,0.5756769632471019,0.7374137931034482,0.5156702697277069,0.7414772727272727,0.8271604938271605
2,0.5010731277794673,0.7690517241379311,0.44589461386203766,0.7954545454545454,0.8766603415559773
3,0.4550130750598579,0.8055603448275862,0.6627304310148413,0.71875,0.7937219730941704
4,0.4123086375409159,0.8194396551724138,0.48063292828473175,0.7357954545454546,0.8097345132743363
5,0.4001076841148837,0.8251724137931035,0.43566165593537415,0.7698863636363636,0.8514056224899598
6,0.3962899976249399,0.8230603448275862,0.6551493975249204,0.6761363636363636,0.7505827505827505
7,0.3610680818043906,0.842198275862069,0.49027305909178476,0.7556818181818182,0.8080357142857143
8,0.3446791073371624,0.8434482758620689,0.34441988982937555,0.8125,0.8607594936708861
9,0.33859177529811857,0.8486206896551723,0.36261489580978046,0.7869318181818182,0.838012958963283
10,0.3297795433422615,0.8533189655172414,0.41010857034813275,0.7670454545454546,0.8185840707964601
11,0.3228776039234523,0.857844827586207,0.49601914394985547,0.7642045454545454,0.8159645232815964
12,0.32695224146390783,0.8517241379310345,0.3061401374976743,0.84375,0.8851774530271399
13,0.30155840657394506,0.8669396551724138,0.6552898687395182,0.7329545454545454,0.7853881278538813
14,0.3068936033495541,0.8645689655172414,0.3329286402599378,0.8409090909090909,0.884297520661157
15,0.2970752758712604,0.8714655172413793,0.31850323995405977,0.8125,0.8601694915254238
