epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_F1_score,val_sensitivity,val_specificity,val_MAcc
1,1.0947828570316578,0.5075431034482759,0.4638379693031311,0.5337500000000001,0.0,0.0,0.9999999999248119,0.49999999996240596
2,0.8645147629852953,0.529364224137931,0.3208370000123978,0.5337500000000001,0.0,0.0,0.9999999999248119,0.49999999996240596
3,0.7845440784405018,0.533135775862069,0.2907477766275406,0.61,0.2784810099591412,0.16541353382214935,0.9774436089490643,0.5714285713856069
4,0.6982264616366091,0.5503771551724138,0.2717559725046158,0.72375,0.6103286337499174,0.4887218044745322,0.8872180450460738,0.687969924760303
5,0.6231875196099281,0.5730064655172413,0.2572913557291031,0.7631249999999999,0.761904756852232,0.7819548871592514,0.7293233082158403,0.7556390976875459
6,0.5475434840753161,0.609375,0.24649751782417298,0.7525000000000001,0.7773851539737043,0.8270676691107467,0.6992481202481768,0.7631578946794617
7,0.46657580908002527,0.6379310344827587,0.2539131373167038,0.755625,0.7753623137909579,0.8045112781349991,0.7293233082158403,0.7669172931754198
8,0.4001677370276944,0.6788793103448276,0.2248545140028,0.780625,0.8175675625636869,0.9097744360218214,0.6842105262643451,0.7969924811430833
9,0.3773390681579195,0.7052801724137931,0.2332666963338852,0.7618750000000001,0.7902097851789819,0.8496240600864944,0.6992481202481768,0.7744360901673356
10,0.3485391371209046,0.7095905172413793,0.2484191358089447,0.765,0.7986348072746333,0.8796992480541579,0.6766917292724292,0.7781954886632936
11,0.32072520410192423,0.7276400862068966,0.24086815416812896,0.780625,0.8199999950095556,0.9248120300056532,0.6691729322805132,0.7969924811430832
12,0.29370986644564,0.7435344827586207,0.23500521779060363,0.7931250000000001,0.8397435847984467,0.9849624059409802,0.6390977443128497,0.8120300751269149
13,0.2895377291173771,0.7551185344827587,0.23430109322071074,0.7681250000000001,0.8092105213406771,0.9248120300056532,0.6390977443128497,0.7819548871592514
14,0.28502747904637765,0.7583512931034483,0.2311310738325119,0.7681250000000001,0.7972027921714998,0.8571428570784103,0.7067669172400927,0.7819548871592514
15,0.2759245939809701,0.7650862068965517,0.2127964049577713,0.7837500000000001,0.8295819886204651,0.9699248119571484,0.6315789473209339,0.8007518796390412
16,0.2520348861299712,0.7790948275862069,0.2286677122116089,0.7837500000000001,0.832807566054792,0.9924812029328961,0.6090225563451862,0.8007518796390412
17,0.24508282696378642,0.7863685344827587,0.20947327613830566,0.7975,0.8150684881344998,0.8947368420379896,0.6992481202481768,0.7969924811430833
18,0.25279457533153993,0.7820581896551724,0.2176504611968994,0.7931250000000001,0.8407643262734797,0.9924812029328961,0.6315789473209339,0.8120300751269149
19,0.230008147400001,0.7995689655172413,0.20248646140098572,0.7837500000000001,0.8306709215772337,0.9774436089490643,0.624060150329018,0.8007518796390412
20,0.23281107431855694,0.7944504310344828,0.20944133996963502,0.774375,0.8108108058073868,0.9022556390299056,0.6766917292724292,0.7894736841511674
21,0.23050280480549254,0.8044181034482759,0.1873726189136505,0.813125,0.8382838234020629,0.9548872179733167,0.6766917292724292,0.8157894736228729
22,0.21284759070338874,0.818426724137931,0.18421422243118285,0.8162499999999999,0.8431372499322909,0.9699248119571484,0.6691729322805132,0.8195488721188309
23,0.21027083810547303,0.8138469827586207,0.19255844950675965,0.79,0.8338762165332257,0.9624060149652326,0.6541353382966815,0.8082706766309571
24,0.22151130694767523,0.8011853448275862,0.18427594900131225,0.819375,0.8395904386711551,0.9248120300056532,0.7218045112239244,0.8233082706147887
25,0.20965369688025837,0.8173491379310345,0.18239844143390654,0.8087500000000001,0.8514851435332048,0.9699248119571484,0.6917293232562609,0.8308270676067047
26,0.20299741497327542,0.8235452586206896,0.17606282532215117,0.8225,0.8466666616744444,0.9548872179733167,0.6992481202481768,0.8270676691107468
27,0.203231454409402,0.8192349137931034,0.1743395745754242,0.8256249999999999,0.8524590114192959,0.9774436089490643,0.6842105262643451,0.8308270676067047
28,0.1958822538626605,0.8356681034482759,0.18118506371974946,0.8256249999999999,0.8464163772372421,0.9323308269975691,0.7293233082158403,0.8308270676067047
29,0.1968201725133534,0.8332435344827587,0.17870526015758514,0.8162499999999999,0.8389261694979957,0.9398496239894849,0.6992481202481768,0.8195488721188309
30,0.19004176467143255,0.8345905172413793,0.17355396449565888,0.82875,0.8523489882890409,0.9548872179733167,0.7142857142320086,0.8345864661026626
31,0.18592961620667886,0.8394396551724138,0.18076696693897248,0.805625,0.8506493456870889,0.9849624059409802,0.6691729322805132,0.8270676691107467
32,0.1915188286581944,0.8345905172413793,0.16953276991844177,0.82875,0.8523489882890409,0.9548872179733167,0.7142857142320086,0.8345864661026626
33,0.1904618212118231,0.8389008620689655,0.19167326986789704,0.79,0.8391167143193784,0.9999999999248119,0.6165413533371021,0.8082706766309571
34,0.1900448510102157,0.8415948275862069,0.17646038234233857,0.8318749999999999,0.8542372831259983,0.9473684209814008,0.7293233082158403,0.8383458645986206
35,0.1829267005468237,0.8448275862068966,0.17829733192920685,0.8087500000000001,0.8553054612876212,0.9999999999248119,0.6616541352885974,0.8308270676067047
36,0.18072130736605874,0.8413254310344828,0.1698349803686142,0.8256249999999999,0.8474576221095087,0.9398496239894849,0.7218045112239244,0.8308270676067047
37,0.18245059868385052,0.8415948275862069,0.16472180783748627,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
38,0.17960581414658447,0.8461745689655172,0.16830507516860962,0.82875,0.8533333283406667,0.9624060149652326,0.7067669172400927,0.8345864661026626
39,0.18207376334687758,0.8397090517241379,0.19522777795791627,0.8025,0.8498402506494912,0.9999999999248119,0.6466165413047656,0.8233082706147887
40,0.1797523490827659,0.8394396551724138,0.1680050939321518,0.8318749999999999,0.8580858035987757,0.9774436089490643,0.6992481202481768,0.8383458645986206
41,0.1784464372643109,0.8467133620689655,0.16920584738254546,0.82875,0.8552631529165945,0.9774436089490643,0.6917293232562609,0.8345864661026626
42,0.17525980210509792,0.8537176724137931,0.17469703555107116,0.8318749999999999,0.8590163884680463,0.9849624059409802,0.6917293232562609,0.8383458645986206
43,0.1767002778320477,0.8442887931034483,0.16786099672317506,0.8318749999999999,0.8561872859735349,0.9624060149652326,0.7142857142320086,0.8383458645986206
44,0.17936407312236982,0.8394396551724138,0.17098549306392669,0.8256249999999999,0.84949832276328,0.9548872179733167,0.7067669172400927,0.8308270676067047
45,0.16896735607036228,0.8518318965517241,0.1696677029132843,0.82875,0.8552631529165945,0.9774436089490643,0.6917293232562609,0.8345864661026626
46,0.16963379277751364,0.8547952586206896,0.16390624940395354,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
47,0.174197091367738,0.8510237068965517,0.16879708468914031,0.8256249999999999,0.8474576221095087,0.9398496239894849,0.7218045112239244,0.8308270676067047
48,0.17685391060237227,0.8429418103448276,0.190752574801445,0.813125,0.8280701704027086,0.8872180450460738,0.7443609021996721,0.815789473622873
49,0.1733710395878759,0.8566810344827587,0.16534085869789122,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
50,0.16834707237009344,0.8531788793103449,0.16498341858386995,0.82875,0.8562091453562731,0.9849624059409802,0.6842105262643451,0.8345864661026626
51,0.16855317315664783,0.853448275862069,0.1683380424976349,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
52,0.16923088991436466,0.8529094827586207,0.16991247832775117,0.819375,0.8406779610930193,0.9323308269975691,0.7142857142320086,0.8233082706147888
53,0.16759484132816052,0.8615301724137931,0.1639414608478546,0.8318749999999999,0.8571428521535082,0.9699248119571484,0.7067669172400927,0.8383458645986206
54,0.17201258203592792,0.853448275862069,0.1664237916469574,0.8318749999999999,0.8580858035987757,0.9774436089490643,0.6992481202481768,0.8383458645986206
55,0.16797977107866058,0.853448275862069,0.16900343000888823,0.82875,0.8571428521801736,0.9924812029328961,0.6766917292724292,0.8345864661026626
56,0.16912074335690203,0.8518318965517241,0.16629599928855895,0.835,0.8627450930682644,0.9924812029328961,0.6917293232562609,0.8421052630945784
57,0.1685929482096228,0.8556034482758621,0.1702457547187805,0.8318749999999999,0.8561872859735349,0.9624060149652326,0.7142857142320086,0.8383458645986206
58,0.1655255634466122,0.8523706896551724,0.16681547462940216,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
59,0.16363762511775412,0.8617995689655172,0.16518990993499755,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
60,0.1698563272326157,0.8529094827586207,0.16934989988803864,0.8318749999999999,0.8580858035987757,0.9774436089490643,0.6992481202481768,0.8383458645986206
61,0.16282706630641017,0.853448275862069,0.1657986134290695,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
62,0.1652454825053955,0.8585668103448276,0.15971162617206575,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
63,0.1647915865840583,0.8531788793103449,0.16472958028316498,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
64,0.16170493898720578,0.861260775862069,0.15882346630096436,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
65,0.16626414258418412,0.8564116379310345,0.1591198891401291,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
66,0.1704163916152099,0.8507543103448276,0.1653635859489441,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
67,0.16185743670011388,0.8556034482758621,0.16317508816719056,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
68,0.15965689808644098,0.8561422413793104,0.16462558805942534,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
69,0.16474451163205608,0.8591056034482759,0.17012539207935334,0.835,0.8609271473319153,0.9774436089490643,0.7067669172400927,0.8421052630945784
70,0.16002339394441967,0.8601831896551724,0.1712576389312744,0.835,0.8590603976845638,0.9624060149652326,0.7218045112239244,0.8421052630945784
71,0.15987182832483587,0.8582974137931034,0.16269779205322266,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
72,0.17018655096662455,0.8537176724137931,0.16738805174827576,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
73,0.1637274726968387,0.8634159482758621,0.16390078663825988,0.835,0.8599999950068888,0.9699248119571484,0.7142857142320086,0.8421052630945784
74,0.16046394112295118,0.859375,0.1649579346179962,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
75,0.15643848157648382,0.8655711206896551,0.16111951172351838,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
76,0.15846244065925993,0.859375,0.1670870989561081,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
77,0.16191250085830688,0.8623383620689655,0.16537741720676422,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
78,0.1604026246430545,0.8623383620689655,0.1614803969860077,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
79,0.16562955582450176,0.8545258620689655,0.16857911199331282,0.835,0.8599999950068888,0.9699248119571484,0.7142857142320086,0.8421052630945784
80,0.1573872246362012,0.8591056034482759,0.16240654587745668,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
81,0.15359207461106367,0.8685344827586207,0.1671798199415207,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
82,0.1542953265638187,0.869073275862069,0.16910775601863862,0.838125,0.8646864636643465,0.9849624059409802,0.7067669172400927,0.8458646615905364
83,0.1558871503020155,0.8609913793103449,0.1654582291841507,0.838125,0.8646864636643465,0.9849624059409802,0.7067669172400927,0.8458646615905364
84,0.15989767747192546,0.8601831896551724,0.16598628461360931,0.838125,0.863787370425492,0.9774436089490643,0.7142857142320086,0.8458646615905365
85,0.15550823458309831,0.8688038793103449,0.16810242235660552,0.8412499999999999,0.8666666616731112,0.9774436089490643,0.7218045112239244,0.8496240600864944
86,0.15677612043660263,0.8639547413793104,0.16280595809221268,0.8412499999999999,0.8666666616731112,0.9774436089490643,0.7218045112239244,0.8496240600864944
87,0.15566135229992456,0.8671875,0.17082174569368364,0.835,0.8581081031014883,0.9548872179733167,0.7293233082158403,0.8421052630945784
88,0.16270381481996898,0.8547952586206896,0.169807630777359,0.835,0.8618421002845826,0.9849624059409802,0.6992481202481768,0.8421052630945784
89,0.15572460496733928,0.8679956896551724,0.16628839075565338,0.838125,0.8628762491837899,0.9699248119571484,0.7218045112239244,0.8458646615905364
90,0.1540606322473493,0.8626077586206896,0.166498801112175,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
91,0.1550857793411304,0.8642241379310345,0.16933293044567108,0.838125,0.8646864636643465,0.9849624059409802,0.7067669172400927,0.8458646615905364
92,0.15314481047720746,0.8644935344827587,0.16697690933942794,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
93,0.1516058247151046,0.8706896551724138,0.1685868591070175,0.8474999999999999,0.8733333283393333,0.9849624059409802,0.7293233082158403,0.8571428570784103
94,0.14750628533034488,0.8712284482758621,0.1657406896352768,0.8412499999999999,0.8666666616731112,0.9774436089490643,0.7218045112239244,0.8496240600864944
95,0.14731667126561032,0.8663793103448276,0.16608761250972748,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
96,0.152261050289561,0.8655711206896551,0.16927829682826995,0.8412499999999999,0.8666666616731112,0.9774436089490643,0.7218045112239244,0.8496240600864944
97,0.15641767711474977,0.8636853448275862,0.166077321767807,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
98,0.14901873662040152,0.8626077586206896,0.17184276282787322,0.838125,0.8628762491837899,0.9699248119571484,0.7218045112239244,0.8458646615905364
99,0.15282493097514943,0.8644935344827587,0.16435921639204026,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
100,0.14661113737986006,0.8693426724137931,0.17153725624084473,0.8256249999999999,0.8474576221095087,0.9398496239894849,0.7218045112239244,0.8308270676067047
101,0.15241902462881188,0.8634159482758621,0.16638789176940919,0.844375,0.8695652123940448,0.9774436089490643,0.7293233082158403,0.8533834585824523
102,0.15042414426289755,0.8669181034482759,0.16655338406562806,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
103,0.14629087173219385,0.8693426724137931,0.16572658866643905,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
104,0.15313519498911396,0.8693426724137931,0.1701264575123787,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
105,0.1543589168838386,0.8674568965517241,0.16625013649463655,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
106,0.1518049682008809,0.8679956896551724,0.16675805896520615,0.844375,0.8695652123940448,0.9774436089490643,0.7293233082158403,0.8533834585824523
107,0.16190532427923432,0.8550646551724138,0.16398219913244247,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
108,0.14638251888340917,0.8704202586206896,0.16540192514657975,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
109,0.1495163968667902,0.8666487068965517,0.16427576839923858,0.838125,0.8646864636643465,0.9849624059409802,0.7067669172400927,0.8458646615905364
110,0.14895345193558726,0.8615301724137931,0.16654066145420074,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
111,0.15040134073331438,0.8674568965517241,0.16915624737739562,0.8412499999999999,0.8666666616731112,0.9774436089490643,0.7218045112239244,0.8496240600864944
112,0.14902010521498218,0.8736530172413793,0.1669345200061798,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
113,0.14864745472782645,0.8709590517241379,0.16265227645635605,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
114,0.1524133269899878,0.8679956896551724,0.16275220811367036,0.844375,0.8695652123940448,0.9774436089490643,0.7293233082158403,0.8533834585824523
115,0.14765964448451996,0.869073275862069,0.1654038369655609,0.8474999999999999,0.8733333283393333,0.9849624059409802,0.7293233082158403,0.8571428570784103
116,0.14546554381477422,0.8688038793103449,0.1665743187069893,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
117,0.1485569726290374,0.8661099137931034,0.1643829330801964,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
118,0.14548524803128735,0.8685344827586207,0.1647156745195389,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
119,0.15135280865019765,0.8666487068965517,0.1671042412519455,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
120,0.14925690200822106,0.8693426724137931,0.16619327217340468,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
121,0.15191412023429213,0.8601831896551724,0.16904208213090896,0.844375,0.8695652123940448,0.9774436089490643,0.7293233082158403,0.8533834585824523
122,0.14790852046732245,0.8774245689655172,0.16614216864109038,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
123,0.143776911728341,0.8736530172413793,0.16809416860342025,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
124,0.14564901436197347,0.8739224137931034,0.1691219449043274,0.838125,0.8619528569492909,0.9624060149652326,0.7293233082158403,0.8458646615905365
125,0.1477761306510917,0.8704202586206896,0.16521920561790465,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
126,0.14589644615249386,0.8712284482758621,0.16599768698215484,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
127,0.14761315697226032,0.8739224137931034,0.16816757023334503,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
128,0.1485256052993495,0.8709590517241379,0.16452721357345582,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
129,0.15540577124418883,0.8626077586206896,0.1641056403517723,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
130,0.14400566587674207,0.876885775862069,0.161098612844944,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
131,0.1427877514526762,0.8696120689655172,0.16369643360376357,0.8412499999999999,0.867549663887768,0.9849624059409802,0.7142857142320086,0.8496240600864944
132,0.15714953325945755,0.8644935344827587,0.1656336799263954,0.8474999999999999,0.8733333283393333,0.9849624059409802,0.7293233082158403,0.8571428570784103
133,0.14692114177962828,0.8685344827586207,0.16670381277799606,0.8474999999999999,0.8733333283393333,0.9849624059409802,0.7293233082158403,0.8571428570784103
134,0.14668306425727648,0.8669181034482759,0.16551656723022462,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
135,0.15075767438473373,0.8669181034482759,0.16512303948402404,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
136,0.14346020424674297,0.8741918103448276,0.164359387755394,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
137,0.14658942163504404,0.8723060344827587,0.16492830216884613,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
138,0.15533963513785395,0.8634159482758621,0.16291458606719972,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
139,0.15112009721583333,0.8669181034482759,0.16526012420654296,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
140,0.14859600288086924,0.8669181034482759,0.16352174580097198,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
141,0.1509382419031242,0.8679956896551724,0.1636275142431259,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
142,0.14315375647154346,0.8701508620689655,0.1647005334496498,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
143,0.14982835909929768,0.8677262931034483,0.16521893441677094,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
144,0.14861158628402085,0.8650323275862069,0.16506869792938234,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
145,0.15445105346112414,0.8647629310344828,0.1640726536512375,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
146,0.1473162291121894,0.8679956896551724,0.1636913537979126,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
147,0.14607798064063335,0.8728448275862069,0.16484468579292297,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
148,0.14740275964140892,0.8739224137931034,0.16671075224876403,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
149,0.1492357898888917,0.8688038793103449,0.16695703715085983,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
150,0.1491540784722772,0.8669181034482759,0.16509216874837876,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
151,0.1458255602367993,0.8747306034482759,0.16459259241819382,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
152,0.1422306690365076,0.8744612068965517,0.16341184377670287,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
153,0.14626453277365914,0.8723060344827587,0.16201000213623046,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
154,0.14764938297970542,0.8736530172413793,0.1650409758090973,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
155,0.14672789337306186,0.8728448275862069,0.16391226053237914,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
156,0.15111368522047997,0.8669181034482759,0.16447655409574508,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
157,0.14222387776806436,0.876885775862069,0.16431226432323456,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
158,0.14552682548247534,0.8671875,0.16350030153989792,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
159,0.1499151086498951,0.8650323275862069,0.1656337559223175,0.844375,0.8704318886974758,0.9849624059409802,0.7218045112239244,0.8533834585824522
